Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
3837,"May 19, 2018 8:14:20 PM",19.0926682,72.9117933,Resale,"1 BHK for sale,
Akshaydham Amritvihar CH","Akshaydham Amritvihar Chsl, Damodar Park Near Udipi Vihar",Pre-verified,Loan Verified,1.15 Crores,Negotiable,380,Sq.Ft,89.39 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Akshaydham Amritvih,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Vitrified Tiles,380 sq.ft,Unfurnished,NA,Floor 3 / 4,Bike and Car,None,Corporation,ff808181636a960e01636bfc5e5522c6,
3838,"May 22, 2018 6:50:35 PM",19.22318051,72.86092973,Resale,"1 RK for sale,
rajil","Rajil, Rajendra Nagar, Near Khushal Heritage",Pre-verified,Loan Verified,53 Lacs,Negotiable,275,Sq.Ft,41.2 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,2 Balconies,rajil,Apartment,5-10 years old,Self Owned,5.5 per sq.ft/m,Vitrified Tiles,275 sq.ft,Unfurnished,East,Floor 7 / 7,Bike,NA,Both,ff8081816387aad1016387fb848e31ad,
3839,"May 19, 2018 6:48:07 PM",19.2082292,72.8197703,Resale,"1 BHK for sale,
Chedda complex","Chedda Complex, Charkop Gaon, Near V1 Activity Centre / ...",Pre-verified,Loan Verified,80 Lacs,Non-negotiable,535,Sq.Ft,62.19 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Chedda complex,Apartment,>10 years old,Self Owned,4.5 per sq.ft/m,Vitrified Tiles,535 sq.ft,Semi,NA,Floor 6 / 7,Bike and Car,NA,Both,ff8081815cfcef4d015cfcf149a300f8,
3840,"May 19, 2018 6:31:59 PM",19.0584546,72.8359102,Resale,"2 BHK for sale,
Sanjugtha Apartments","Sanjugtha Apartments, Dr V. Raghunath Marg, Near Bandra ...",Pre-verified,Loan Verified,4.5 Crores,Negotiable,660,Sq.Ft,3.5 Lacs/Month,2 bedrooms,2 Baths,Mosaic,2 Balconies,Sanjugtha Apartment,Apartment,>10 years old,Self Owned,3.0 per sq.ft/m,Mosaic,660 sq.ft,Semi,East,Floor 2 / 3,Bike and Car,NA,Both,ff808181611cd05401611d3256482d14,
3841,"May 19, 2018 6:30:58 PM",19.12368607,72.89679736,Resale,"1 BHK for sale,
Mhada Tunga Powai","Mhada Tunga Powai, Opp Powai Lake, Near Indian Register ...",Pre-verified,Loan Verified,1 Crore,Negotiable,476,Sq.Ft,77.73 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Mhada Tunga Powai,Apartment,5-10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,476 sq.ft,Unfurnished,NA,Floor 10 / 25,Bike and Car,None,Corporation,ff8081815f1ad9eb015f1af6452a0f89,
3842,"May 19, 2018 6:12:42 PM",19.15024047,72.82885011,Resale,"3 BHK for sale,
Samartha Aangan","Samartha Aangan, Pl Deshpande Marg, Near Eurokids Lokha ...",Pre-verified,Loan Verified,5.5 Crores,Negotiable,"1,502",Sq.Ft,4.28 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,0 Balconies,Samartha Aangan,Apartment,5-10 years old,Self Owned,5.3 per sq.ft/m,Marble/Granite,"1,502 sq.ft",Full,NA,Floor 21 / 25,Car,NA,NA,ff8081816369115501636a50470016e1,
3843,"May 19, 2018 6:08:31 PM",19.20283107,72.84279322,Resale,"1 BHK for sale,
Anish Nikunj Chhaya","Anish Nikunj Chhaya, Bhagat Colony Near Dhanamal High S ...",Pre-verified,Loan Verified,65 Lacs,Negotiable,360,Sq.Ft,50.53 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Anish Nikunj Chhaya,Apartment,>10 years old,Self Owned,2.8 per sq.ft/m,Vitrified Tiles,360 sq.ft,Semi,NA,Floor 4 / 4,Bike and Car,NA,Corporation,ff80818154809dad015484e3ba8a2eaa,
3844,"May 19, 2018 5:56:09 PM",19.20606738,72.87437268,Resale,"1 BHK for sale,
SuryaConstructionGokulHe","Suryaconstructiongokulheaven, Ram Singh Rd, Thakur, Tha ...",Pre-verified,Loan Verified,1 Crore,Negotiable,570,Sq.Ft,77.73 K/Month,1 bedrooms,1 Bath,Marble/Granite,2 Balconies,SuryaConstructionGo,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Marble/Granite,570 sq.ft,Semi,East,Floor 7 / 7,Bike and Car,Full,Corporation,ff80818163646cb30163663999c32c00,
3845,"May 22, 2018 5:45:26 PM",19.16634483,72.9485039,Resale,"1 BHK for sale,
Vanika","Vanika, Pandit Madan Mohan Malaviya Rd Near Vishwakarma ...",Pre-verified,Loan Verified,89 Lacs,Negotiable,520,Sq.Ft,69.18 K/Month,1 bedrooms,1 Bath,NA,0 Balconies,Vanika,Apartment,>10 years old,Self Owned,2.3 per sq.ft/m,NA,520 sq.ft,Unfurnished,East,Floor 0 / 3,Bike and Car,NA,Corporation,ff8081816387aad1016387afd3d202c0,
3846,"May 22, 2018 5:36:20 PM",19.05775994,72.84371838,Resale,"2 BHK for sale,
Nishingandh CHS","Nishingandh Chs, Kherwadi, Near Ration Office",Pre-verified,Loan Verified,2.25 Crores,Negotiable,900,Sq.Ft,1.75 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Nishingandh CHS,Apartment,>10 years old,Self Owned,2.0 per sq.ft/m,Vitrified Tiles,900 sq.ft,Semi,North,Floor 2 / 6,Bike and Car,NA,Corporation,ff80818163879b260163879dc9400180,
3847,"May 22, 2018 5:14:52 PM",19.12710906,72.84595855,Resale,"3 BHK for sale,
Awez Heights","Awez Heights, Sv Road, Near Bina Appartment",Pre-verified,Loan Verified,3 Crores,Negotiable,"1,100",Sq.Ft,2.33 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,3 Balconies,Awez Heights,Apartment,5-10 years old,Self Owned,5.0 per sq.ft/m,Vitrified Tiles,"1,100 sq.ft",Unfurnished,NA,Floor 9 / 15,Bike,NA,Corporation,ff80818163828f43016383e8cbb12acc,
3848,"May 19, 2018 5:13:16 PM",19.1658137,72.94927006,Resale,"1 BHK for sale,
vanita apartment","Vanita Apartment, Pandit Jawaharlal Nehru Rd, Near Mehu ...",Pre-verified,Loan Verified,1.05 Crores,Negotiable,500,Sq.Ft,81.62 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,2 Balconies,vanita apartment,Apartment,>10 years old,Self Owned,2.0 per sq.ft/m,Vitrified Tiles,500 sq.ft,Unfurnished,NA,Floor 2 / 3,Bike and Car,NA,Both,ff80818163729f9e0163733501276c93,
3849,"May 22, 2018 4:26:11 PM",19.104605,72.8588429,Resale,"2 BHK for sale,
Undisclosed","Undisclosed, Near Bholaram Tea And Cold Drinks House, C ...",Pre-verified,Loan Verified,1.68 Crores,Negotiable,913,Sq.Ft,1.31 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Undisclosed,Apartment,>10 years old,Self Owned,3.1 per sq.ft/m,Vitrified Tiles,913 sq.ft,Semi,North,Floor 3 / 4,Bike and Car,None,Both,ff8081815fcf9c0a015fd356df335e7c,
3850,"May 22, 2018 3:47:36 PM",19.22128736,72.83454759,Resale,"1 BHK for sale,
Independent House","Independent House, Sector 4 Charkop Near Haryana Bhawan",Pre-verified,Loan Verified,55 Lacs,Negotiable,500,Sq.Ft,42.75 K/Month,1 bedrooms,1 Bath,Mosaic,0 Balconies,Independent House,Independent House/Villa,>10 years old,Self Owned,0.0 per sq.ft/m,Mosaic,500 sq.ft,Unfurnished,South,Floor 0 / 0,None,NA,Corporation,ff8081816377981301637ceeb9e779d2,
3851,"May 22, 2018 3:40:58 PM",19.14546187,72.93427189,Resale,"2 BHK for sale,
Shrinath dham","Shrinath Dham, Valmik Nagar,near Viraj Engineering Co.",Pre-verified,Loan Verified,1.55 Crores,Negotiable,800,Sq.Ft,1.2 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Shrinath dham,Apartment,>10 years old,Self Owned,5.4 per sq.ft/m,Marble/Granite,800 sq.ft,Semi,East,Floor 1 / 12,Bike and Car,NA,Both,ff808181638720180163872b4d8c085d,
3852,"May 22, 2018 3:33:59 PM",19.25857823,72.85972112,Resale,"1 BHK for sale,
Purushottam Villa","Purushottam Villa, Sudhindra Nagar, Near Anand Hospital ...",Pre-verified,Loan Verified,61 Lacs,Negotiable,460,Sq.Ft,47.42 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Purushottam Villa,Apartment,>10 years old,Self Owned,3.3 per sq.ft/m,Vitrified Tiles,460 sq.ft,Semi,West,Floor 0 / 4,Bike and Car,NA,Corporation,ff8081816387201801638726dfc404d9,
3853,"May 19, 2018 2:51:41 PM",19.135793,72.850328,Resale,"1 BHK for sale,
Hira Complex","Hira Complex, Subhash Nagar, Near Suresh Medical",Pre-verified,Loan Verified,1.2 Crores,Negotiable,700,Sq.Ft,93.28 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Hira Complex,Apartment,>10 years old,Self Owned,2.9 per sq.ft/m,Marble/Granite,700 sq.ft,Semi,West,Floor 2 / 7,None,None,Both,ff8081815c3e8825015c3eec865c2b92,
3854,"May 22, 2018 2:47:13 PM",19.06141015,72.90870618,Resale,"1 BHK for sale,
narayan guru society","Narayan Guru Society, Acc Nagar, Near Sree Narayana Gur ...",Pre-verified,Loan Verified,1.4 Crores,Negotiable,705,Sq.Ft,1.09 Lacs/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,narayan guru societ,Apartment,>10 years old,Self Owned,2.8 per sq.ft/m,Vitrified Tiles,705 sq.ft,Unfurnished,NA,Floor 3 / 3,Bike,NA,NA,ff8081816377981301637d66f17f67fb,
3855,"May 22, 2018 2:17:30 PM",19.23723793,72.84564209,Resale,"1 BHK for sale,
Dattani Nagar CHS","Dattani Nagar Chs, Kora Kendra, Borivali West, Mumbai",Pre-verified,Loan Verified,65 Lacs,Negotiable,380,Sq.Ft,50.53 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Dattani Nagar CHS,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Vitrified Tiles,380 sq.ft,Unfurnished,North,Floor 4 / 4,None,NA,Both,ff80818162a93f320162a98c71c61b8e,
3856,"May 22, 2018 1:37:23 PM",19.19322146,72.8398939,Resale,"2 BHK for sale,
Samruddhi Apartmernt","Samruddhi Apartmernt, Marve Road, Near Hdfc Bank Atm,ad ...",Pre-verified,Loan Verified,1.4 Crores,Non-negotiable,690,Sq.Ft,1.09 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Samruddhi Apartmern,Apartment,>10 years old,Self Owned,2.2 per sq.ft/m,Marble/Granite,690 sq.ft,Semi,NA,Floor 3 / 10,Bike and Car,Full,Both,ff80818163309013016330b0d9e40aea,
3857,"May 19, 2018 1:22:09 PM",19.048193,72.8940076,Resale,"2 BHK for sale,
Independent Duplex House","Independent Duplex House, Ramakrishna Chemburkar Marg, ...",Pre-verified,Loan Verified,85 Lacs,Negotiable,650,Sq.Ft,66.07 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Independent Duplex,Independent House/Villa,>10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,650 sq.ft,Semi,West,Floor 0 / 1,Bike,NA,Both,ff8081816349902b016349dcb7663218,
3858,"May 22, 2018 1:10:37 PM",19.1807869,72.94050354,Resale,"2 BHK for sale,
Indepedent Row house","Indepedent Row House, Agrawal Rd, Veena Nagar,near Will ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,600,Sq.Ft,58.3 K/Month,2 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Indepedent Row hous,Independent House/Villa,>10 years old,Self Owned,0.6 per sq.ft/m,Vitrified Tiles,600 sq.ft,Semi,East,Floor 0 / 1,Bike,None,Both,ff8081815bb9ae79015bc3ee24162c68,
3859,"May 22, 2018 12:58:18 PM",19.17894278,72.85133895,Resale,"3 BHK for sale,
Rashmi CHS","Rashmi Chs, Matanpur Nagar, Near Desai Bmc Hospital",Pre-verified,Loan Verified,2.5 Crores,Negotiable,"1,110",Sq.Ft,1.94 Lacs/Month,3 bedrooms,3 Baths,NA,3 Balconies,Rashmi CHS,Apartment,5-10 years old,Self Owned,3.6 per sq.ft/m,NA,"1,110 sq.ft",Unfurnished,East,Floor 6 / 22,Bike and Car,NA,Corporation,ff808181636e4f68016371af429575ea,
3860,"May 19, 2018 12:55:51 PM",19.09144027,72.82801106,Resale,"1 BHK for sale,
Zahid manzil","Zahid Manzil, Juhu Tara Rd Near Hotel Royal Garden",Pre-verified,Loan Verified,2 Crores,Negotiable,"1,000",Sq.Ft,1.55 Lacs/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Zahid manzil,Independent Floor/Builder Floor,>10 years old,Self Owned,1.0 per sq.ft/m,Vitrified Tiles,"1,000 sq.ft",Semi,West,Floor 3 / 3,Bike and Car,NA,Both,ff8081815e997b78015e9ac6a21c3717,
3861,"May 19, 2018 12:17:08 PM",19.220265,72.839873,Resale,"1 BHK for sale,
Riddhi Avenue CHS","Riddhi Avenue Chs, Chikuwadi, Near Borivali Biryani Centre",Pre-verified,Loan Verified,80 Lacs,Negotiable,300,Sq.Ft,62.19 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Riddhi Avenue CHS,Apartment,>10 years old,Self Owned,6.7 per sq.ft/m,Vitrified Tiles,300 sq.ft,Full,North,Floor 0 / 7,Bike and Car,NA,Both,ff8081816363fc8c0163674f47081a65,
3862,NA,19.1784959,72.94303341,Resale,"3 BHK for sale,
Silver Bell","Silver Bell, Veena Nagar, Near Astha Hospital",Pre-verified,Loan Verified,2.97 Crores,Negotiable,"1,360",Sq.Ft,2.31 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Silver Bell,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181635efe32016363f61187263e,
3863,NA,19.17718292,72.85284799,Resale,"2 BHK for sale,
Upvan Tower","Upvan Tower, Near Sahyadri Tower Upper Govind Nagar",Pre-verified,Loan Verified,1.85 Crores,Negotiable,850,Sq.Ft,1.44 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Upvan Tower,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181636804e601636830dc8b15a3,
3864,NA,19.1007747,72.85156232,Resale,"1 BHK for sale,
standalone building","Standalone Building, Satsang Chsl, Park Road, Near Utka ...",Pre-verified,Loan Verified,1.65 Crores,Non-negotiable,550,Sq.Ft,1.28 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,standalone building,Independent Floor/Builder Floor,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163684ebf0163686aa761133d,
3865,NA,19.15138767,72.85430761,Resale,"1 BHK for sale,
Nisarg CHS","Nisarg Chs, Near To Orange Events,nesco",Pre-verified,Loan Verified,1.25 Crores,Negotiable,655,Sq.Ft,97.17 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Nisarg CHS,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163690eb9016369ddbdb4493a,
3866,NA,19.1907218,72.862122,Resale,"3 BHK for sale,
Rizvi Oak","Rizvi Oak, Malad,mumbai",Pre-verified,Loan Verified,3 Crores,Negotiable,"1,140",Sq.Ft,2.33 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Rizvi Oak,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163733f400163734783c803a1,
3867,NA,19.1731824,72.84417637,Resale,"1 BHK for sale,
sunder sangam","Sunder Sangam, Sunder Nagar,near Mtnl Telephone Exchange",Pre-verified,Loan Verified,90 Lacs,Negotiable,515,Sq.Ft,69.96 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,sunder sangam,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163500a8001635c8eaf6e1e79,
3868,NA,19.1838775,72.93758198,Resale,"2 BHK for sale,
Green park","Green Park, Inside Road Yogi Hills,near Mount View",Pre-verified,Loan Verified,1.5 Crores,Negotiable,755,Sq.Ft,1.17 Lacs/Month,Estimated EMI,Wooden,Wooden,Immediately,Green park,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181636cd0bf01636d78b5420a32,
3869,NA,19.19613486,72.80776442,Resale,"1 BHK for sale,
Krishna cottage","Krishna Cottage, Chikuwadi, Near St.anthony Church",Pre-verified,Loan Verified,16 Lacs,Negotiable,200,Sq.Ft,12.44 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Krishna cottage,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181636e4dde0163720062052880,
3870,"May 18, 2018 10:14:34 PM",19.1316889,72.9351934,Resale,"2 BHK for sale,
Jaimangal Murti CHS","Jaimangal Murti Chs, Shah Colony Rd, Indira Nagar, Near ...",Pre-verified,Loan Verified,1.5 Crores,Negotiable,"1,100",Sq.Ft,1.17 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Jaimangal Murti CHS,Apartment,>10 years old,Self Owned,1.2 per sq.ft/m,Vitrified Tiles,"1,100 sq.ft",Semi,East,Floor 2 / 4,Bike and Car,NA,Corporation,ff808181636e50b8016371c78e203a1f,
3871,"Aug 3, 2018 4:57:54 PM",19.1072341,72.9156447,Resale,"2 BHK for sale,
Mayfair Hillcrest","Mayfair Hillcrest, Cts No. 2a/3b, Godrej Hiranandani Li ...",Pre-verified,Loan Verified,1.55 Crores,Negotiable,655,Sq.Ft,1.2 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Mayfair Hillcrest,Apartment,3-5 years old,Self Owned,13.0 per sq.ft/m,Vitrified Tiles,655 sq.ft,Unfurnished,East,Floor 5 / 19,Bike and Car,Full,Both,ff80818152dde4f40152e53c015767a2,
3872,"May 18, 2018 8:07:58 PM",19.1861252,72.84042205,Resale,"1 RK for sale,
Santosh Apartment","Santosh Apartment, Navy Colony, Near Hindustani Vachnalay",Pre-verified,Loan Verified,60 Lacs,Negotiable,360,Sq.Ft,46.64 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Santosh Apartment,Apartment,>10 years old,Self Owned,1.4 per sq.ft/m,Vitrified Tiles,360 sq.ft,Semi,West,Floor 1 / 5,Bike and Car,NA,Corporation,ff8081815126484301512e41daea3ef9,
3873,"May 21, 2018 7:55:18 PM",19.1373381,72.85642066,Resale,"1 BHK for sale,
Devendra Sadan CHSL","Devendra Sadan Chsl, Near To Dr. Rane Hospital,caves ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,500,Sq.Ft,85.5 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Devendra Sadan CHSL,Apartment,>10 years old,Self Owned,4.4 per sq.ft/m,Marble/Granite,500 sq.ft,Semi,East,Floor 6 / 7,Bike,None,Corporation,ff8081816377981301637e6057ad0026,
3874,"May 18, 2018 7:51:35 PM",19.22617458,72.82776342,Resale,"3 BHK for sale,
Independent Row House","Independent Row House, Gorai, Near Mangal Murti Hospital",Pre-verified,Loan Verified,3.5 Crores,Negotiable,"1,200",Sq.Ft,2.72 Lacs/Month,3 bedrooms,2 Baths,Marble/Granite,0 Balconies,Independent Row Hou,Independent House/Villa,>10 years old,Self Owned,1.3 per sq.ft/m,Marble/Granite,"1,200 sq.ft",Unfurnished,North,Floor 0 / 1,Bike and Car,NA,Corporation,ff808181633a5aa701633a6f82ca05e4,
3875,"May 18, 2018 7:47:16 PM",19.0772655,72.8848669,Resale,"2 BHK for sale,
Kohinoor City Phase 2","Kohinoor City Phase 2, Kurla, Mumbai.",Pre-verified,Loan Verified,2.15 Crores,Negotiable,"1,267",Sq.Ft,1.67 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,1 Balcony,Kohinoor City Phase,Apartment,Newly Constructed,Self Owned,3.9 per sq.ft/m,Marble/Granite,"1,267 sq.ft",Unfurnished,East,Floor 7 / 10,Bike and Car,NA,Both,ff808181636cd0bf01636d825abf111b,
3876,"May 18, 2018 7:35:30 PM",18.9645,72.8091596,Resale,"3 BHK for sale,
Atmaj Apartments","Atmaj Apartments, Gowalia Tank, Near Cumballa Hill, Tar ...",Pre-verified,Loan Verified,7.85 Crores,Negotiable,"1,100",Sq.Ft,6.1 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Atmaj Apartments,Apartment,>10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,100 sq.ft",Full,West,Floor 5 / 14,Bike and Car,NA,Both,ff808181636cd0bf01636dbc9007421e,
3877,"May 18, 2018 7:33:49 PM",19.11026279,72.89563992,Resale,"1 RK for sale,
not disclosed","Not Disclosed, Chandivali, Near Sakinaka Police Station ...",Pre-verified,Loan Verified,38 Lacs,Non-negotiable,180,Sq.Ft,29.54 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,not disclosed,Apartment,>10 years old,Self Owned,5.0 per sq.ft/m,Vitrified Tiles,180 sq.ft,Unfurnished,NA,Floor 0 / 7,Bike and Car,NA,Corporation,ff808181636cd0bf01636ddcfb285cd4,
3878,"May 18, 2018 7:24:55 PM",19.11731305,72.88246444,Resale,"1 BHK for sale,
Sharda Heights","Sharda Heights, Marol, Military Rd, Near Sugun Hospital",Pre-verified,Loan Verified,99 Lacs,Negotiable,739,Sq.Ft,76.95 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Sharda Heights,Apartment,Newly Constructed,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,739 sq.ft,Unfurnished,NA,Floor 4 / 8,Bike and Car,NA,Corporation,ff808181636cd0bf01636dcdec5f5003,
3879,"May 18, 2018 7:17:58 PM",18.97250043,72.83619819,Resale,"1 RK for sale,
Priya kuttir","Priya Kuttir, Mustafa Bazar, Near Sai Baba Temple",Pre-verified,Loan Verified,70 Lacs,Negotiable,250,Sq.Ft,54.41 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Priya kuttir,Apartment,>10 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,250 sq.ft,Unfurnished,NA,Floor 6 / 7,Bike and Car,NA,Corporation,ff808181636cd0bf01636e2bf52c1581,
3880,"May 18, 2018 7:14:58 PM",19.11643402,72.90353822,Resale,"3 BHK for sale,
lake lucerne","Lake Lucerne, Near Lake Homes, Near Gopal Sharma Memori ...",Pre-verified,Loan Verified,3.7 Crores,Negotiable,"1,740",Sq.Ft,2.88 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,3 Balconies,lake lucerne,Apartment,>10 years old,Self Owned,5.2 per sq.ft/m,Marble/Granite,"1,740 sq.ft",Full,West,Floor 5 / 22,Bike and Car,NA,Corporation,ff808181636cd0bf01636e39a1791e18,
3881,"May 18, 2018 6:18:43 PM",19.18580117,72.85578774,Resale,"1 BHK for sale,
Royal Complex","Royal Complex, Jai Bhavani Road, Near Pandit Dindayal U ...",Pre-verified,Loan Verified,80 Lacs,Negotiable,660,Sq.Ft,62.19 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,Royal Complex,Apartment,>10 years old,Self Owned,3.0 per sq.ft/m,Vitrified Tiles,660 sq.ft,Semi,West,Floor 4 / 7,None,NA,Corporation,ff80818163729f9e016373249e686174,
3882,"May 21, 2018 5:13:47 PM",19.1960434,72.8752863,Resale,"1 RK for sale,
Prime Nest","Prime Nest, Kandivali East, Mumbai",Pre-verified,Loan Verified,45 Lacs,Negotiable,279,Sq.Ft,34.98 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Prime Nest,Apartment,>10 years old,Self Owned,4.3 per sq.ft/m,Vitrified Tiles,279 sq.ft,Unfurnished,NA,Floor 2 / 7,Bike,NA,Both,ff80818163729f9e016372faba3f498c,
3883,"May 18, 2018 4:40:29 PM",19.23737479,72.8712466,Resale,"2 BHK for sale,
OM SAI CHS","Om Sai Chs, Kajupada.near Ambe Mata Mandir",Pre-verified,Loan Verified,1.3 Crores,Negotiable,600,Sq.Ft,1.01 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,OM SAI CHS,Apartment,>10 years old,Self Owned,1.7 per sq.ft/m,Vitrified Tiles,600 sq.ft,Unfurnished,North-East,Floor 1 / 8,Bike and Car,NA,Corporation,ff80818163686203016368ccead944e4,
3884,"May 18, 2018 4:30:18 PM",19.04286171,72.85959026,Resale,"1 BHK for sale,
Soam Complex","Soam Complex, Mahatama Gandhi Rd Indira Nagar,near Muni ...",Pre-verified,Loan Verified,70 Lacs,Non-negotiable,410,Sq.Ft,54.41 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Soam Complex,Apartment,>10 years old,Self Owned,3.7 per sq.ft/m,Vitrified Tiles,410 sq.ft,Unfurnished,North,Floor 6 / 7,Bike and Car,NA,Corporation,ff808181636e4dde016371fa683f23fd,
3885,"May 18, 2018 4:29:07 PM",19.1657643,72.8358964,Resale,"1 BHK for sale,
Sethia Green view","Sethia Green View, Rd Number 2 Motilal Nagar Ii, Near S ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,650,Sq.Ft,85.5 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,Sethia Green view,Apartment,1-3 years old,Self Owned,4.6 per sq.ft/m,Vitrified Tiles,650 sq.ft,Unfurnished,East,Floor 2 / 7,Bike and Car,NA,Corporation,ff8081815bdd0c8e015be181be946e33,
