Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
3786,"May 20, 2018 8:06:56 PM",19.11816456,72.85494057,Resale,"1 RK for sale,
amarnath chs","Amarnath Chs, Azad Nagar Near Jugaad Labs",Pre-verified,Loan Verified,96 Lacs,Negotiable,350,Sq.Ft,74.62 K/Month,1 bedrooms,1 Bath,Cement,0 Balconies,amarnath chs,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Cement,350 sq.ft,Semi,East,Floor 2 / 7,Bike and Car,None,Corporation,ff8081816377981301637cb9a9d7471d,
3787,"May 20, 2018 7:35:21 PM",18.94985254,72.8228541,Resale,"1 RK for sale,
Jayalakshmi","Jayalakshmi, Kalbadevi Road,opp. Hasmukh Rai Tea Compan ...",Pre-verified,Loan Verified,28.5 Lacs,Negotiable,100,Sq.Ft,22.15 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Jayalakshmi,Apartment,>10 years old,Self Owned,5.0 per sq.ft/m,Vitrified Tiles,100 sq.ft,Semi,NA,Floor 5 / 6,None,NA,Corporation,ff808181634e9c4f01634eac52db0ba7,
3788,"May 20, 2018 7:24:19 PM",19.17546843,72.87104522,Resale,"1 RK for sale,
Sheetal Building","Sheetal Building, Kanyapada, Gokuldham Colony, Near Shr ...",Pre-verified,Loan Verified,65 Lacs,Negotiable,350,Sq.Ft,50.53 K/Month,1 bedrooms,2 Baths,Mosaic,0 Balconies,Sheetal Building,Independent Floor/Builder Floor,>10 years old,Self Owned,2.4 per sq.ft/m,Mosaic,350 sq.ft,Unfurnished,NA,Floor 1 / 4,Bike,None,Both,ff8081815fc374ac015fc49324020bcb,
3789,"May 20, 2018 6:47:00 PM",19.11820826,72.90805759,Resale,"2 BHK for sale,
Norita","Norita, Near Hiranandani Foundation School International",Pre-verified,Loan Verified,3.45 Crores,Negotiable,"1,100",Sq.Ft,2.68 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,1 Balcony,Norita,Apartment,>10 years old,Self Owned,4.5 per sq.ft/m,Marble/Granite,"1,100 sq.ft",Semi,NA,Floor 16 / 21,Bike and Car,NA,Both,ff8081815e0ddc26015e0de9d90d0911,
3790,"May 20, 2018 6:38:57 PM",19.2349082,72.8407854,Resale,"1 BHK for sale,
yogi prakash","Yogi Prakash, Near Dena Bank Anand Bhavan, Sardar Valla ...",Pre-verified,Loan Verified,87 Lacs,Non-negotiable,450,Sq.Ft,67.63 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,yogi prakash,Apartment,>10 years old,Self Owned,3.3 per sq.ft/m,Marble/Granite,450 sq.ft,Unfurnished,East,Floor 4 / 4,Bike and Car,NA,Corporation,ff808181634e9c4f01634ee3ec4935c5,
3791,"May 20, 2018 6:36:29 PM",19.05919915,72.91386497,Resale,"2 BHK for sale,
Eastern Freeway","Eastern Freeway, Near Rbk International School, P.l. Lo ...",Pre-verified,Loan Verified,1.28 Crores,Negotiable,"1,126",Sq.Ft,99.5 K/Month,2 bedrooms,1 Bath,Marble/Granite,3 Balconies,Eastern Freeway,Apartment,1-3 years old,Self Owned,0.0 per sq.ft/m,Marble/Granite,"1,126 sq.ft",Unfurnished,West,Floor 5 / 22,Car,NA,Both,ff808181622dde3901622e9d8b24346a,
3792,"May 20, 2018 6:33:59 PM",18.98947493,72.8140751,Resale,"1 BHK for sale,
Poonam Apartment","Poonam Apartment, Lotus Colony, Near Nehru Planetarium",Pre-verified,Loan Verified,3.23 Crores,Negotiable,575,Sq.Ft,2.51 Lacs/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Poonam Apartment,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Vitrified Tiles,575 sq.ft,Unfurnished,West,Floor 6 / 7,Bike and Car,NA,Both,ff808181622f10920162329d16f51648,
3793,"May 23, 2018 6:10:11 PM",19.1774094,72.8398722,Resale,"2 BHK for sale,
shree sapna aprtment","Shree Sapna Aprtment, Sunder Nagar,near Yellow Duck Day ...",Pre-verified,Loan Verified,1.77 Crores,Negotiable,990,Sq.Ft,1.38 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,shree sapna aprtmen,Apartment,Newly Constructed,Self Owned,3.0 per sq.ft/m,Vitrified Tiles,990 sq.ft,Unfurnished,South,Floor 7 / 9,Bike and Car,NA,Both,ff8081816247374901624839331c1dfd,
3794,"May 23, 2018 6:08:55 PM",19.11944482,72.90050648,Resale,"3 BHK for sale,
Jheel Darshan","Jheel Darshan, Chandivali, Rambaug, Near Powai Police S ...",Pre-verified,Loan Verified,2.2 Crores,Negotiable,"1,100",Sq.Ft,1.71 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Jheel Darshan,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Vitrified Tiles,"1,100 sq.ft",Full,NA,Floor 4 / 7,Car,NA,Both,ff8081816377981301637e8fbd671078,
3795,"May 20, 2018 5:54:27 PM",19.0703492,72.8385387,Resale,"1 RK for sale,
undisclosed apartment","Undisclosed Apartment, Ram Krishna Nagar, Near Khar Market",Pre-verified,Loan Verified,60 Lacs,Negotiable,300,Sq.Ft,46.64 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,undisclosed apartme,Apartment,>10 years old,Self Owned,1.7 per sq.ft/m,Vitrified Tiles,300 sq.ft,Semi,North,Floor 5 / 7,Bike,NA,Both,ff8081815fc3732a015fc3bd64f52678,
3796,"May 20, 2018 5:49:45 PM",19.0196332,72.8524886,Resale,"3 BHK for sale,
Sona Villa","Sona Villa, Parsee Colony, Near The J.b. Vachha High School",Pre-verified,Loan Verified,4.5 Crores,Negotiable,"1,600",Sq.Ft,3.5 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,1 Balcony,Sona Villa,Apartment,>10 years old,Self Owned,1.9 per sq.ft/m,Vitrified Tiles,"1,600 sq.ft",Semi,West,Floor 3 / 3,Bike and Car,NA,Both,ff8081815ab0aa10015ab27a66f71fd6,
3797,"May 20, 2018 5:24:34 PM",19.15157761,72.83318061,Resale,"1 RK for sale,
sangam janseva","Sangam Janseva, Anand Nagar, Near Fitness First Mega Mall",Pre-verified,Loan Verified,45 Lacs,Negotiable,330,Sq.Ft,34.98 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,sangam janseva,Apartment,5-10 years old,Self Owned,0.9 per sq.ft/m,Vitrified Tiles,330 sq.ft,Semi,NA,Floor 2 / 7,Bike,Full,Both,ff8081815c45199d015c48f04daf37d0,
3798,"May 20, 2018 5:01:34 PM",19.22022007,72.8402184,Resale,"1 BHK for sale,
shimpoli niranjan chs","Shimpoli Niranjan Chs, Chikoowadi,near Shiva Temple",Pre-verified,Loan Verified,1.3 Crores,Non-negotiable,500,Sq.Ft,1.01 Lacs/Month,1 bedrooms,1 Bath,Mosaic,1 Balcony,shimpoli niranjan c,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Mosaic,500 sq.ft,Unfurnished,West,Floor 2 / 3,Bike and Car,NA,Corporation,ff80818162b35de70162b41a62e17bbc,
3799,"May 20, 2018 4:49:12 PM",18.96474836,72.81940504,Resale,"2 BHK for sale,
Navjivan CHS","Navjivan Chs, Lamington Road Near Minerva Cinema And H ...",Pre-verified,Loan Verified,3.75 Crores,Non-negotiable,"1,000",Sq.Ft,2.91 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Navjivan CHS,Apartment,>10 years old,Self Owned,2.5 per sq.ft/m,Marble/Granite,"1,000 sq.ft",Semi,East,Floor 11 / 11,Bike and Car,Full,Corporation,ff80818163779813016378ca0b065879,
3800,"May 20, 2018 4:44:56 PM",19.1823658,72.8614113,Resale,"3 BHK for sale,
Omkar Alta Monte Back Ga","Omkar Alta Monte Back Gate, On Western Express Highway, ...",Pre-verified,Loan Verified,2.9 Crores,Non-negotiable,"1,680",Sq.Ft,2.25 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,3 Balconies,Omkar Alta Monte Ba,Apartment,1-3 years old,Self Owned,6.0 per sq.ft/m,Marble/Granite,"1,680 sq.ft",Semi,South,Floor 33 / 55,Bike and Car,NA,Both,ff8081816350093601635cd54e5977c5,
3801,"May 20, 2018 4:40:39 PM",19.18095877,72.81946906,Resale,"2 BHK for sale,
konark society","Konark Society, Gaikwad Nagar Near Maharashtra State El ...",Pre-verified,Loan Verified,73 Lacs,Negotiable,950,Sq.Ft,56.74 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,konark society,Apartment,>10 years old,Self Owned,3.7 per sq.ft/m,Vitrified Tiles,950 sq.ft,Semi,NA,Floor 4 / 11,Bike and Car,NA,Both,ff8081815fca6e46015fcf3f14367e0a,
3802,"May 23, 2018 4:39:55 PM",19.06999842,72.89625687,Resale,"1 BHK for sale,
Nissarg","Nissarg, Tilak Nagar, Near Sai Baba Mandir",Pre-verified,Loan Verified,85 Lacs,Negotiable,460,Sq.Ft,66.07 K/Month,1 bedrooms,1 Bath,NA,0 Balconies,Nissarg,Apartment,5-10 years old,Self Owned,6.5 per sq.ft/m,NA,460 sq.ft,Semi,NA,Floor 2 / 7,Bike,NA,Corporation,ff808181638c9a6901638cac79610d40,
3803,"May 23, 2018 4:38:49 PM",18.96225667,72.83369494,Resale,"1 RK for sale,
BIT block","Bit Block, Ramchandra Bhatt Marg, Near J J Hospital",Pre-verified,Loan Verified,92 Lacs,Negotiable,350,Sq.Ft,71.51 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,BIT block,Independent House/Villa,>10 years old,Self Owned,0.1 per sq.ft/m,Vitrified Tiles,350 sq.ft,Unfurnished,NA,Floor 1 / 3,None,Full,Corporation,ff80818163862df001638636b78b03ff,
3804,"May 23, 2018 4:10:34 PM",19.10310153,72.84877105,Resale,"2 BHK for sale,
DSK Sahil society","Dsk Sahil Society, Hanuman Rd, Navpada, Near Sindhudurg ...",Pre-verified,Loan Verified,2 Crores,Negotiable,732,Sq.Ft,1.55 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,DSK Sahil society,Independent Floor/Builder Floor,>10 years old,Self Owned,2.2 per sq.ft/m,Vitrified Tiles,732 sq.ft,Semi,South,Floor 0 / 2,Bike and Car,Full,Both,ff8081815e9e1431015e9ea345be4b3b,
3805,"May 20, 2018 3:56:00 PM",19.0254972,72.8794599,Resale,"2 BHK for sale,
Cosmic Heights Bhakti Pa","Cosmic Heights Bhakti Park, Wadala, Mumbai",Pre-verified,Loan Verified,2.1 Crores,Negotiable,965,Sq.Ft,1.63 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Cosmic Heights Bhak,Apartment,>10 years old,Self Owned,6.9 per sq.ft/m,Vitrified Tiles,965 sq.ft,Semi,West,Floor 21 / 27,Bike and Car,NA,Corporation,ff808181637239c30163729e4fa21e07,
3806,"May 23, 2018 3:45:18 PM",19.0318807,72.867258,Resale,"1 RK for sale,
Wadala Ganesh CHS Ltd","Wadala Ganesh Chs Ltd, Shaikh Misree Marg Kokri Agar, N ...",Pre-verified,Loan Verified,72 Lacs,Negotiable,400,Sq.Ft,55.97 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Wadala Ganesh CHS L,Apartment,>10 years old,Self Owned,3.1 per sq.ft/m,Marble/Granite,400 sq.ft,Semi,South-East,Floor 4 / 4,Bike and Car,Full,Corporation,ff8081815f585ba0015f588296c60b5b,
3807,"May 20, 2018 3:36:38 PM",19.1054291,72.8621636,Resale,"1 BHK for sale,
Standalone Building","Standalone Building, J B Nagar Near Bombay Cambridge School",Pre-verified,Loan Verified,1.5 Crores,Negotiable,750,Sq.Ft,1.17 Lacs/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Standalone Building,Independent Floor/Builder Floor,>10 years old,Self Owned,2.7 per sq.ft/m,Marble/Granite,750 sq.ft,Unfurnished,NA,Floor 3 / 4,Bike and Car,NA,Both,ff8081815ea438c1015ea47636b32088,
3808,"May 20, 2018 3:25:31 PM",19.0722375,72.8278304,Resale,"2 BHK for sale,
Lok Nirman Heights A4","Lok Nirman Heights A4, Khar, Mumbai",Pre-verified,Loan Verified,4.28 Crores,Negotiable,"1,250",Sq.Ft,3.33 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,3 Balconies,Lok Nirman Heights,Apartment,5-10 years old,Self Owned,5.6 per sq.ft/m,Vitrified Tiles,"1,250 sq.ft",Full,NA,Floor 12 / 16,Bike and Car,Full,Corporation,ff80818163733ddb01637c7f24202505,
3809,"May 20, 2018 3:24:28 PM",19.1595307,72.9454891,Resale,"2 BHK for sale,
Runwal Chestnut","Runwal Chestnut, Mulund West, Mumbai",Pre-verified,Loan Verified,2.15 Crores,Non-negotiable,"1,050",Sq.Ft,1.67 Lacs/Month,2 bedrooms,2 Baths,Wooden,3 Balconies,Runwal Chestnut,Apartment,1-3 years old,Self Owned,5.5 per sq.ft/m,Wooden,"1,050 sq.ft",Full,South-East,Floor 6 / 20,Bike and Car,Full,Corporation,ff80818163733c7f0163785f99fa4576,
3810,"May 20, 2018 3:18:52 PM",19.17114787,72.9617337,Resale,"1 RK for sale,
Dwar kamai","Dwar Kamai, 90 Feet Road Sai Krupa Near Centre Point,",Pre-verified,Loan Verified,50 Lacs,Negotiable,350,Sq.Ft,38.87 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Dwar kamai,Apartment,>10 years old,Self Owned,2.9 per sq.ft/m,Vitrified Tiles,350 sq.ft,Semi,East,Floor 2 / 7,Bike,None,Corporation,ff8081816377981301637cdea20a6b63,
3811,"May 20, 2018 3:15:50 PM",19.205832,72.834203,Resale,"2 BHK for sale,
Amann Spring","Amann Spring, Shankar Pada Near Shree Sai Baba Mandir",Pre-verified,Loan Verified,1.15 Crores,Negotiable,885,Sq.Ft,89.39 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Amann Spring,Apartment,5-10 years old,Self Owned,3.4 per sq.ft/m,Vitrified Tiles,885 sq.ft,Semi,NA,Floor 7 / 18,Bike and Car,Full,Both,ff80818154a8b50b0154a8e86ec60415,
3812,"May 20, 2018 3:01:20 PM",19.0611393,72.8978239,Resale,"2 BHK for sale,
Reliance Hill View","Reliance Hill View, Ramakrishna Chemburkar Marg Near Sh ...",Pre-verified,Loan Verified,1.39 Crores,Negotiable,"1,200",Sq.Ft,1.08 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Reliance Hill View,Apartment,Newly Constructed,Self Owned,10.0 per sq.ft/m,Vitrified Tiles,"1,200 sq.ft",Unfurnished,East,Floor 11 / 30,Bike and Car,NA,Corporation,ff8081814fcb665a014fcbefef810676,
3813,"May 23, 2018 2:51:40 PM",18.95235293,72.80427824,Resale,"3 BHK for sale,
Krishana Nivas CHS","Krishana Nivas Chs, Walkeshwar,near Vasupujyaswami Jain ...",Pre-verified,Loan Verified,13.5 Crores,Negotiable,"2,100",Sq.Ft,10.49 Lacs/Month,3 bedrooms,3 Baths,NA,2 Balconies,Krishana Nivas CHS,Apartment,>10 years old,Self Owned,0.0 per sq.ft/m,NA,"2,100 sq.ft",Semi,NA,Floor 3 / 5,Bike and Car,NA,Corporation,ff80818163779813016381ae5be8718b,
3814,"May 20, 2018 2:49:07 PM",19.05294553,72.870201,Resale,"1 BHK for sale,
Devratna Nagar CHS","Devratna Nagar Chs, Samarth Nagar, Chunabhatti, Near Ca ...",Pre-verified,Loan Verified,2 Crores,Negotiable,640,Sq.Ft,1.55 Lacs/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Devratna Nagar CHS,Apartment,5-10 years old,Self Owned,3.1 per sq.ft/m,Vitrified Tiles,640 sq.ft,Semi,South-East,Floor 2 / 7,Bike and Car,NA,Both,ff8081815ea438c1015ea4dcbd6f4d91,
3815,"May 20, 2018 2:44:06 PM",19.22101688,72.86429836,Resale,"2 BHK for sale,
Country Park","Country Park, Near Dattapada Road,mig Colony",Pre-verified,Loan Verified,1.85 Crores,Negotiable,835,Sq.Ft,1.44 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,4 Balconies,Country Park,Apartment,>10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,835 sq.ft,Unfurnished,NA,Floor 1 / 7,Bike and Car,Full,Both,ff80818161f4c6ff0161fb25947900e1,
3816,"May 20, 2018 2:29:02 PM",19.0125588,72.8306075,Resale,"3 BHK for sale,
Gandhar Towers","Gandhar Towers, Near Khed Lane, Off Sayani Road, Prabha ...",Pre-verified,Loan Verified,8 Crores,Negotiable,"1,622",Sq.Ft,6.22 Lacs/Month,3 bedrooms,4 Baths,Vitrified Tiles,3 Balconies,Gandhar Towers,Apartment,5-10 years old,Self Owned,0.6 per sq.ft/m,Vitrified Tiles,"1,622 sq.ft",Full,NA,Floor 6 / 7,Bike and Car,Full,Corporation,ff8081815576fd4f015577f0d2fd36c5,
3817,"May 20, 2018 1:35:35 PM",19.26200473,72.86094055,Resale,"1 BHK for sale,
New Ashish CHS","New Ashish Chs, Shakti Nagar, Near N.l. Ground",Pre-verified,Loan Verified,70 Lacs,Negotiable,480,Sq.Ft,54.41 K/Month,1 bedrooms,1 Bath,Mosaic,0 Balconies,New Ashish CHS,Apartment,>10 years old,Self Owned,3.1 per sq.ft/m,Mosaic,480 sq.ft,Unfurnished,East,Floor 4 / 4,Bike and Car,None,Corporation,ff8081815e995883015e99711c320cf7,
3818,"May 20, 2018 12:51:57 PM",19.14004776,72.8291087,Resale,"4 BHK for sale,
Raheja Classique","Raheja Classique, Link Rd, Phase D, Shastri Nagar, Nea ...",Pre-verified,Loan Verified,7.5 Crores,Negotiable,"2,480",Sq.Ft,5.83 Lacs/Month,4 bedrooms,4 Baths,Vitrified Tiles,0 Balconies,Raheja Classique,Apartment,>10 years old,Self Owned,8.1 per sq.ft/m,Vitrified Tiles,"2,480 sq.ft",Semi,East,Floor 17 / 21,Bike and Car,Full,Corporation,ff80818163646cb30163678989945895,
3819,NA,19.14806557,72.92578888,Resale,"1 BHK for sale,
Orchid Avenue","Orchid Avenue, Utkarsh Nagar, Next To Gadav Naka, Bhand ...",Pre-verified,Loan Verified,82 Lacs,Negotiable,635,Sq.Ft,63.74 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Orchid Avenue,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163733f400163770b54c420f8,
3820,NA,19.1565109,72.9637728,Resale,"2 BHK for sale,
Sunflower Apartment","Sunflower Apartment, L. B. S. Marg, Near Oscar Multispe ...",Pre-verified,Loan Verified,1.8 Crores,Negotiable,"1,150",Sq.Ft,1.4 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Sunflower Apartment,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181634e9c4f01634f7a40a8151a,
3821,NA,19.1786906,72.84428,Resale,"3 BHK for sale,
Kingston Complex","Kingston Complex, Malad West, Mumbai",Pre-verified,Loan Verified,2.75 Crores,Negotiable,"1,500",Sq.Ft,2.14 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Kingston Complex,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181636e4dde01637226ecff4907,
3822,NA,19.23078883,72.85486654,Resale,"1 BHK for sale,
New Rajesh Park CHS","New Rajesh Park Chs, Chandavakar Rd, Near Hotel Rajmahal",Pre-verified,Loan Verified,1.6 Crores,Non-negotiable,560,Sq.Ft,1.24 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,New Rajesh Park CHS,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162e6a3300162e8e21a590415,
3823,NA,19.19384938,72.82591126,Resale,"1 BHK for sale,
Manasthal Tower CHS","Manasthal Tower Chs, Evershine Nagar Near Ryan Internat ...",Pre-verified,Loan Verified,1 Crore,Negotiable,715,Sq.Ft,77.73 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Manasthal Tower CHS,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081815cdb11b4015ce4a143f638d3,
3824,NA,19.17697267,72.86270973,Resale,"2 BHK for sale,
Vasanat Valley","Vasanat Valley, Dindoshi , Raghukul Chs Ltd.",Pre-verified,Loan Verified,2.38 Crores,Negotiable,"1,060",Sq.Ft,1.85 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Vasanat Valley,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163733ddb016378361a693bfb,
3825,NA,19.10978178,72.8741935,Resale,"2 BHK for sale,
Shangrilla","Shangrilla, Marol Church Road, Marol, Near Airport Road ...",Pre-verified,Loan Verified,1.4 Crores,Negotiable,835,Sq.Ft,1.09 Lacs/Month,Estimated EMI,Mosaic,Mosaic,Immediately,Shangrilla,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163599b7401635d7b8009024a,
3826,NA,19.19910685,72.84069377,Resale,"1 BHK for sale,
paras nagar","Paras Nagar, Shanker Lane, Near Shri Vasupujya Swami Ja ...",Pre-verified,Loan Verified,1 Crore,Non-negotiable,525,Sq.Ft,77.73 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,paras nagar,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181636e4dde016371845e614aa8,
3827,NA,19.14692011,72.9278164,Resale,"1 BHK for sale,
Ganesh Krupa Society","Ganesh Krupa Society, Gadhav Naka, Kokan Nagar, Near Sy ...",Pre-verified,Loan Verified,54 Lacs,Negotiable,350,Sq.Ft,41.98 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Ganesh Krupa Societ,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163733ddb016379956b351fad,
3828,NA,19.1555881,72.88541112,Resale,"1 BHK for sale,
Summit Apartments","Summit Apartments, Royal Palms Estate, Aarey Colony, Ne ...",Pre-verified,Loan Verified,52 Lacs,Negotiable,540,Sq.Ft,40.42 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Summit Apartments,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163723863016372779c03158e,
3829,NA,19.06487634,72.84489793,Resale,"1 BHK for sale,
not disclosed","Not Disclosed, Nirmal Nagar, Near Mahalaxmi Jewellers",Pre-verified,Loan Verified,1.45 Crores,Negotiable,487,Sq.Ft,1.13 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,not disclosed,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163726156016372772ff30f36,
3830,NA,18.96978943,72.81024273,Resale,"2 BHK for sale,
Bhagwati Bhuwan","Bhagwati Bhuwan, It Colony,near Russian Centre For Science",Pre-verified,Loan Verified,4.15 Crores,Negotiable,694,Sq.Ft,3.23 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Bhagwati Bhuwan,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181637261560163727af76811b3,
3831,NA,19.06323652,72.90092326,Resale,"2 BHK for sale,
Siddarth Residency","Siddarth Residency, Kurla East Bmc Colony, Near Dr. Bab ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,700,Sq.Ft,85.5 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Siddarth Residency,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163729f9e016372b081980d62,
3832,NA,19.26402887,72.85893131,Resale,"1 BHK for sale,
Dahisar Saraswati Chs Lt","Dahisar Saraswati Chs Ltd, Sudhindra Nagar, Near The Ch ...",Pre-verified,Loan Verified,65 Lacs,Negotiable,550,Sq.Ft,50.53 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Dahisar Saraswati C,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163729f9e016372bfd12b1a8b,
3833,NA,19.12393155,72.82206561,Resale,"3 BHK for sale,
jeevan sapna","Jeevan Sapna, Juhu Versova Link Rd Near Renaissance Fed ...",Pre-verified,Loan Verified,3.99 Crores,Non-negotiable,"1,750",Sq.Ft,3.1 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,jeevan sapna,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163729f9e016372c5682c1f91,
3834,NA,18.95402666,72.79766211,Resale,"2 BHK for sale,
Undisclosed","Undisclosed, Navshanti Nagar,near Rungta Lane Police Chowky",Pre-verified,Loan Verified,5.85 Crores,Non-negotiable,"1,050",Sq.Ft,4.55 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Undisclosed,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163729f9e016372c594d41fa4,
3835,"May 19, 2018 10:24:54 PM",19.21411958,72.83275583,Resale,"1 BHK for sale,
Shubham","Shubham, Ganesh Chowk Near Gaurav Gunjan Chs Ltd",Pre-verified,Loan Verified,95 Lacs,Negotiable,630,Sq.Ft,73.84 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Shubham,Apartment,>10 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,630 sq.ft,Semi,NA,Floor 7 / 8,Bike,NA,Both,ff80818163779813016377ecf08e3f2d,
3836,"May 19, 2018 9:10:07 PM",19.21383444,72.8692963,Resale,"1 BHK for sale,
Dattani park","Dattani Park, Dattani Park Road Near Bangalore Iyengar ...",Pre-verified,Loan Verified,1 Crore,Non-negotiable,591,Sq.Ft,77.73 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Dattani park,Apartment,>10 years old,Self Owned,4.2 per sq.ft/m,Vitrified Tiles,591 sq.ft,Semi,East,Floor 4 / 7,Bike and Car,Full,Corporation,ff80818163733ddb016378fb4cd87ca4,
